doc	group	acl	acl:relcl	advcl	advmod	amod	appos	aux	aux:pass	case	cc	ccomp	compound	conj	cop	csubj	csubj:pass	det	discourse	fixed	flat	flat:foreign	flat:name	iobj	mark	nmod	nsubj	nsubj:pass	nummod	nummod:gov	obj	obl	orphan	parataxis	xcomp	Non-projective sentences	Non-projectivity	Average out-degree	Max out-degree	Number of communities	Average community size	Average path length	Density	Diameter	MHD	MDD
508239	rnc	0.0075077694	0.0059377787	0.0098360944	0.1016651695	0.0995959552	0.0059352749	0.0018492834	0.0021224571	0.0859037206	0.0749842971	0.0049752719	0	0.0556419856	0.0054399753	0.018616896	0	0.0291387984	0.0266043071	0.0041464445	0	0	0.0068090071	0.004888376	0.0220916474	0.095468588	0.1049672696	0.0031956716	0.012613001	0.0046038675	0.032683656	0.104921346	0.000746826	0.0486887594	0.0184205051	0.0485436893	0.003868301	0.90364182	3.5533980583	3.4757281553	4.2627716135	2.3239743919	0.09635818	5.1941747573	3.3635922902	1.2041636057
513342	rnc	0.009823311	0.0012987013	0.0120611416	0.0689011718	0.1202808379	0.0084477427	0.0042124542	0.0016806723	0.131891908	0.0395245343	0.0092714592	0	0.0372612118	0.0036734694	0.0144740973	0	0.0490425087	0.0094171135	0.0125287459	0	0.0024743231	0.0094701727	0.0106770667	0.0182564145	0.1414211746	0.081014488	0.0070269926	0.0167567194	0.0048566569	0.035430841	0.090631457	0	0.026434023	0.0217585896	0.0571428571	0.0064285714	0.9429565654	4.1714285714	4.4857142857	5.0247052154	2.5679051762	0.0570434346	6.2	3.7247964668	1.3880536781
526238	rnc	0.0118603801	0.0071251163	0.0087336697	0.0911836735	0.1233396127	0.0058063272	0.0013888889	0.0029461279	0.0801132581	0.0571742264	0.005335203	0	0.071055478	0.0046875	0.0190318362	0	0.0266777458	0.0110231343	0.0108878968	0	0	0.0027777778	0.0078373016	0.0118200113	0.0690623227	0.0965673708	0.0045477755	0.0047123016	0.0131944444	0.0635405105	0.1120229423	0.0026041667	0.0552690649	0.0176739352	0.0416666667	0.0034722222	0.903314239	3.4791666667	3.4583333333	4.2649305556	2.3055465067	0.096685761	5.0625	3.3824244649	1.2111479559
485453	rnc	0.0052245703	0.0081988052	0.003662668	0.0469630661	0.1158028824	0.0164099807	0	0.0024801587	0.1096347955	0.063923077	0.0040223665	0.0011487051	0.0735058778	0.0040149393	0.0014285714	0	0.0314847954	0.0151783353	0.0057297186	0	0	0.0277519253	0.0073460666	0.0171005344	0.1639164147	0.0994402213	0.0087995338	0.003968254	0.0039573733	0.0313437435	0.0799150176	0	0.0433060707	0.0043415315	0.0285714286	0.0061538462	0.9254325897	3.6857142857	3.8285714286	4.2156122449	2.4421155615	0.0745674103	5.5714285714	3.5418992989	1.1375458392
518252	rnc	0.0074670519	0.0052806052	0.0029102408	0.0335954833	0.1567871346	0.011825558	0	0.0095695513	0.1245602507	0.0343986527	0.002693039	0.001564191	0.0571477199	0.0053012208	0.004515476	0	0.0158858485	0.008576942	0.007419415	0.0041123442	0.0008680556	0.0221037882	0.0056090101	0.007311435	0.1893527267	0.0668567569	0.0080045963	0.0551870207	0.0039634844	0.0231600919	0.1008473201	0.0002003205	0.0131241375	0.0098005314	0.0078125	0.0001860119	0.9283056056	3.6640625	4.125	4.6197322859	2.5367155341	0.0716943944	5.90625	3.7060002329	1.2183643108
528004	rnc	0.0041608258	0.0066216034	0.0109197607	0.0810855152	0.1131784689	0.0055295371	0.0050077042	0.0012106538	0.1333136472	0.0348354616	0.0009416196	0	0.0691900621	0.0095170837	0.0206090673	0	0.0194378127	0.016987609	0.0026230831	0	0	0.0068688671	0.0085456916	0.0147380853	0.0626401295	0.0579630628	0.00462299	0.036988465	0.0076876513	0.092581161	0.1238837567	0	0.0374536849	0.0108569397	0.0338983051	0.0019774011	0.9110401836	3.5084745763	3.6610169492	3.9310734463	2.3834741105	0.0889598164	5.3559322034	3.4742315452	1.0109352321
507737	rnc	0.0104903921	0.0121242321	0.0111349936	0.0762435908	0.0824612114	0.0023276241	0	0.0033750971	0.1098830066	0.0473991838	0.0083868506	0.0037878788	0.0539200955	0.0074518402	0.0159300008	0	0.0393868056	0.0256391495	0.0179721831	0	0	0.0013774105	0.0198080966	0.0287488258	0.0678014343	0.115579666	0.002846204	0.0054731526	0.0029186603	0.0565272557	0.1256120111	0	0.0259318037	0.0194613438	0.0606060606	0.0076563143	0.9148535911	3.5454545455	3.4848484849	4.0429292929	2.4173554042	0.0851464089	5.4696969697	3.5103934948	1.1067654168
516281	rnc	0.0187164884	0.0053364082	0.0056015011	0.0176915181	0.1283931804	0.0062859608	0.0004364906	0.0091668669	0.0828167594	0.0380215691	0.0003977961	0.0002482005	0.0583424112	0.0022852671	0.0009737098	0	0.0034329761	0.0012613968	0.0088812151	0.0022964251	0	0.0160337553	0.0079176036	0.0075884057	0.1960030308	0.0445717513	0.0025658954	0.1939814169	0	0.0273053241	0.0638961881	0	0.0354150222	0.0141354656	0.0506329114	0.0031064324	0.8956786521	3.3544303798	4.582278481	4.7003616637	2.8932860746	0.1043213479	7.1772151899	4.1975755747	0.9968303782
515888	rnc	0.0149419928	0.0017060811	0.0039429232	0.0204263855	0.2478944812	0.0023717949	0	0.0050810811	0.1189328383	0.0365508121	0	0	0.0888434217	0	0.0010810811	0	0.0193649079	0.0017828355	0.0040230514	0	0.0014583333	0.0082517483	0.0080672269	0.0024078355	0.2143262306	0.0375122912	0.0180848045	0.0238794193	0	0.0151431007	0.0902507742	0	0.0109863628	0.002688185	0	0	0.945176662	3.88	5	5.1059047619	2.9631363939	0.054823338	7.24	4.3485461912	1.3575574668
507824	rnc	0.0095758925	0.0092561438	0.015540033	0.07840212	0.0585166058	0.0080416643	0.0180322798	0.0054403929	0.1132182673	0.0314123083	0.01738925	0	0.0463227871	0.01555698	0.0122007367	0	0.0505829632	0.0279628438	0.0119400245	0	0.00078125	0.0094660425	0.0108163799	0.0420744899	0.0978760669	0.0933340852	0	0.0028473631	0.0039110644	0.0369491507	0.123634165	0	0.0306044027	0.0183142465	0.05	0.0067307692	0.9473441709	4.375	4.675	4.7553571429	2.6536135288	0.0526558291	6.25	3.8684740708	1.4212021901
500213	rnc	0.0150464255	0.0169440069	0.0151007384	0.0450498098	0.0911601439	0.0333602577	0.0017462638	0.0006613757	0.1264285752	0.0414345487	0.0046792328	0.0007122507	0.0471018807	0.008849739	0.0118700598	0	0.0252232479	0.0178085905	0.0062030373	0.0007716049	0.0009259259	0.0226135286	0.0086504322	0.0184659068	0.1170357865	0.0837942227	0.0034171076	0.0087525039	0.0105004333	0.0528896747	0.1272744405	0.001610306	0.0240751422	0.0098427998	0.037037037	0.0025352734	0.9276820873	4.037037037	4.0925925926	4.5357142857	2.4884044055	0.0723179127	5.8518518519	3.5815365882	1.31397668
508291	rnc	0.0051765234	0.0018938412	0.0023860453	0.0336286291	0.1319894219	0.0090945036	0.0010989011	0.0045597385	0.1288762175	0.0231850946	0.0016894553	0	0.0367057351	0.0004329004	0.0023976024	0.0006802721	0.0212833315	0.0053981593	0.0157525445	0	0.0097259528	0.0051845372	0.0039508965	0.005992274	0.1949122919	0.0692500418	0.0190125509	0.0921382181	0.0115670572	0.0112946519	0.1303026935	0.0007518797	0.0177654503	0.0019225872	0.0142857143	0.0005952381	0.9336189695	3.5571428571	4.2142857143	4.2113265306	2.4630073606	0.0663810305	5.7428571429	3.5477109304	1.1970086025
476648	rnc	0.0144242556	0.0032638904	0.0071688432	0.0431609457	0.1052508869	0.0021974553	0.0019240019	0.003398569	0.0981567504	0.0616625078	0.0093476435	0.0010683761	0.0656991981	0.0058324256	0.0133084376	0	0.0274677956	0.0130569773	0.0071131524	0	0	0.0092592593	0.0055803315	0.0263856279	0.1704284859	0.080581641	0.0033253205	0.0206656424	0.0031531532	0.0436295864	0.1072595773	0.0010683761	0.0311665365	0.01399435	0.0416666667	0.003742284	0.9184220624	3.5277777778	4.1805555556	4.508127906	2.719797455	0.0815779376	6.4027777778	3.9705314464	1.0967638219
509810	rnc	0.0101764042	0.0040229392	0.0092434026	0.1004254524	0.1488058315	0.0029434091	0.0052083333	0	0.1015035614	0.0471194065	0.0044186002	0.0010892428	0.0679250456	0.002489277	0.0062863301	0	0.02537966	0.0227607789	0.0119918338	0	0.0080625827	0.0005787037	0.0108141787	0.0114840846	0.107849167	0.0733000906	0.0107407407	0.0066332531	0.003125	0.0309362064	0.1128418067	0	0.0374570834	0.0143875936	0.03125	0.0024154589	0.9259612087	4.03125	3.84375	4.56953125	2.4795763354	0.0740387913	5.671875	3.6212213478	1.1825857139
516273	rnc	0.0184777818	0.0056352861	0.0075054568	0.0222976725	0.1319615434	0.0125706229	0	0.004489413	0.108476986	0.0218482939	0.001283697	0.0027487418	0.0485927863	0	0.001283697	0	0.0082856382	0.0022476507	0.0227642479	0.0019515511	0	0.0548780488	0.0132904389	0.0087177941	0.1810036278	0.0325193184	0.0144656707	0.1083558533	0.0003167564	0.0224903808	0.0836269775	0	0.0508531059	0.0070609607	0.0487804878	0.002137185	0.9159274322	3.7317073171	5	4.8435777637	3.0766011319	0.0840725678	7.7804878049	4.3670446475	1.0999762331
500221	rnc	0.0036519499	0.0070649049	0.0063239926	0.0436907816	0.1004644292	0.0130575293	0.0046082949	0.0054062127	0.1466850544	0.0260656604	0.0025388292	0.0024813896	0.0452573111	0	0.0012406948	0	0.0191915277	0.0051103762	0.0135955126	0	0.0045433062	0.0148586571	0.0041788107	0.0147880658	0.217756286	0.0877211622	0.0021125344	0.0100732601	0.0021722602	0.0385524826	0.1098809746	0	0.0426608094	0.0042669398	0.0322580645	0.0007331378	0.9332510877	3.8387096774	4.064516129	4.879109063	2.458883313	0.0667489123	5.7419354839	3.5628684084	1.3082593918
512006	rnc	0.0210672104	0.0039337474	0.0070528747	0.0278470492	0.170573352	0.0040075052	0	0.0066212933	0.107768615	0.0619196593	0.0008695652	0.0013586957	0.0801735587	0.0046279998	0.0008695652	0	0.0117515702	0.0151384094	0.0055135476	0.002173913	0.0019762846	0	0.0066279781	0.0154875892	0.2440486915	0.0517596239	0.0132271422	0.012622266	0	0.0213841985	0.0905892955	0	0.0090087992	0	0	0	0.9430321846	3.7608695652	4.4130434783	4.4735507246	2.8019050484	0.0569678154	6.7826086957	4.0829878823	1.1476027024
520461	rnc	0.0126522911	0.0056802228	0.0092553548	0.0313757124	0.1116512769	0.0112451131	0.0025740026	0.0036550837	0.1908699637	0.0263297164	0.0115557698	0.0008718396	0.0363749758	0.0053410553	0.0023544416	0	0.0253436126	0.0079232051	0.0143894728	0	0	0.0006756757	0.0035284772	0.0255966333	0.1533996789	0.0838485918	0.0005875441	0.020634533	0.0100953256	0.0277099108	0.1270423732	0	0.0205611732	0.0168769733	0	0	0.9374953132	3.945945946	4.6216216216	4.5506435006	2.7284114008	0.0625046868	6.7027027027	3.9428284862	1.2877161459
476735	rnc	0.0225237343	0.0036601944	0.004884243	0.0231216638	0.1620921771	0.0037141806	0	0.0059127338	0.1325893775	0.0306899344	0.0008759345	0.0010526316	0.0588630091	0.0016629411	0.0050821772	0	0.0133334151	0.002127193	0.0135113567	0.0005847953	0	0	0.0069280453	0.0086671125	0.228841655	0.0401468923	0.0282988654	0.0520374865	0.0002192982	0.0136238949	0.1031334069	0	0.023307531	0.0085141195	0.0315789474	0.0038681552	0.934531948	3.4947368421	4.5578947368	4.535952381	2.867214874	0.065468052	7.0105263158	4.1505323214	1.2383620637
508384	rnc	0.0091047274	0.0090782536	0.0147307082	0.0732746871	0.1082952247	0.0057885775	0.0010098171	0.001142582	0.1166600979	0.0372410634	0.0087319998	0.0015169373	0.0435187445	0.0039126255	0.0153811502	0	0.0274654719	0.0209153914	0.0089111357	0	0	0.0030102021	0.0075820064	0.0238622647	0.147931699	0.0839953722	0.0076584289	0.0168393248	0.0053138426	0.0340870263	0.1074718526	0.0004016064	0.0388662134	0.0163009658	0.0963855422	0.0064086911	0.9322861456	3.7831325301	4.0722891566	4.5029929241	2.5873805762	0.0677138544	6.0180722892	3.7841891322	1.2855842515
519380	rnc	0.0149139219	0.009524856	0.0156790008	0.0665631107	0.0808076445	0.014132792	0.0023350201	0.0029543428	0.1190575237	0.0524923854	0.0030674054	0.0010098531	0.0755594616	0.0065009872	0.0063916057	0	0.0271662954	0.0191945235	0.0103201442	0	0.0007216937	0.0061347481	0.0157578043	0.0310187708	0.1077003717	0.0865338383	0.0071944935	0.0188140608	0.0036515443	0.0325220107	0.1175818899	0.0020621692	0.0323793684	0.0102563623	0.058419244	0.0040575903	0.9314951717	4.0481099656	4.4742268041	4.6060814329	2.7255473121	0.0685048283	6.5223367698	3.950494901	1.2308646336
485459	rnc	0.004331259	0.0035180495	0.0055999429	0.0380320891	0.1283334259	0.0136449734	0.0019047475	0.0056623932	0.1210286488	0.0466019095	0.0069254041	0.0003858025	0.0983148055	0.0065607271	0.0057406906	0	0.0276743179	0.007600828	0.0039039755	0.0005482456	0.0007440476	0.0121828812	0.012400355	0.0123766883	0.1565867523	0.0974380888	0.005959857	0.0055116256	0.0022317473	0.0366035318	0.1013891806	0	0.0237327851	0.0065302237	0.0208333333	0.0011739418	0.9096230825	3.4583333333	3.4583333333	4.030931713	2.3191032421	0.0903769175	5.21875	3.3913899577	1.1120984772
451158	rnc	0.0132240659	0.0089623612	0.0050165521	0.0439848285	0.1432041411	0.0057397959	0.0033130135	0	0.1182283159	0.0441727535	0.0051265803	0.0024555277	0.0803568216	0.0039446334	0.0167253842	0	0.0136525065	0.0168839181	0.0151952771	0	0	0.0051020408	0.0073217599	0.016021039	0.1565325881	0.0676904207	0.0047574585	0.0224968712	0	0.0483750979	0.0889230899	0	0.0214732075	0.02111995	0.0612244898	0.0062560739	0.9231701587	3.4081632653	3.8571428571	4.0258503401	2.5314441082	0.0768298413	5.7551020408	3.7310647189	1.1426679513
526240	rnc	0.0139372353	0.0049119769	0.0133899434	0.0845362944	0.1122750821	0.0023555392	0.0048094582	0.0008658009	0.1262503711	0.0576225076	0.0084161453	0	0.0774823085	0.003051494	0.0140761259	0	0.0223072382	0.0147686278	0.0106002331	0	0	0	0.0039872408	0.0217303311	0.0866273579	0.0728218579	0.0136460761	0.0012954545	0.0050770063	0.0646857661	0.1148113478	0.003030303	0.0249953279	0.0156355487	0.0909090909	0.0110635031	0.9050783611	3.2909090909	3.4181818182	4.1545887446	2.3565147731	0.0949216389	5.2727272727	3.4313864054	0.9597376931
518082	rnc	0.0164500322	0.0017929682	0.0025108987	0.0225936626	0.1750081182	0.0113567192	0	0.0049750937	0.1147222899	0.0191620646	0.0032359956	0.003114477	0.0563890129	0.0004464286	0.0025685277	0	0.0177216572	0.00469561	0.0084103164	0	0.0130237088	0.0199417713	0.0040769479	0.0081753091	0.2156689049	0.056546759	0.0113197667	0.0473366897	0.002527594	0.0206354526	0.0867765241	0.0008569862	0.0385378369	0.0094218762	0.0245098039	0.0016735259	0.9204054467	3.1715686275	4.0294117647	4.5246829287	2.7092964806	0.0795945533	6.4803921569	3.9500330971	1.0197865477
485450	rnc	0.0089085359	0.0006747638	0.0092161583	0.0361886445	0.1089194008	0.0042445882	0	0	0.146451015	0.0474879531	0.0020897833	0	0.0721144567	0.0049482681	0.0184718082	0	0.0384805514	0.0232052353	0.0108452951	0	0	0.0022883295	0.0040726817	0.0084922222	0.1586771352	0.0597102425	0.0090643275	0.0206192997	0.003275383	0.0444967243	0.1152232641	0.001754386	0.0253255608	0.0147539858	0.0263157895	0.0029239766	0.9347775193	3.8684210526	4.2105263158	4.3473684211	2.5531006372	0.0652224807	5.8947368421	3.724607968	1.3615617429
516932	rnc	0.0148172593	0.0048833308	0.0143242062	0.0611483483	0.1090885037	0.0007778489	0.002040668	0	0.1069029576	0.0488014444	0.0073676888	0.0010608523	0.070280343	0.0059198766	0.0051660976	0	0.0333697247	0.0127685166	0.0113446366	0	0	0	0.0083118345	0.0244149218	0.1582900822	0.0754761444	0.006051249	0.0095302281	0.0008255086	0.052680122	0.1109439574	0	0.0197117122	0.0237019365	0.0563380282	0.0066937142	0.9195518453	3.7323943662	4.0211267606	4.241155773	2.4950236421	0.0804481547	5.7394366197	3.6424685366	1.1111566762
485560	rnc	0.0136370952	0.0071563441	0.0067713572	0.0487330951	0.1203958218	0.0263899639	0.0071380443	0.01249063	0.0947197293	0.0301436144	0.0122744677	0.0004591368	0.0375256571	0.005239899	0.0064965127	0	0.023647929	0.0090481656	0.0035195584	0.0021212121	0	0.0347150661	0.0089042249	0.0221851196	0.1699649148	0.1021947882	0.0073381878	0.0065246089	0.0045328401	0.0401156196	0.0924664698	0	0.0194067064	0.02374322	0.0151515152	0.0005050505	0.9275978463	3.4848484849	4.1515151515	4.1617063492	2.6941493887	0.0724021537	6.3787878788	3.9266696561	1.1076342073
526235	rnc	0.0129767828	0.0022368265	0.0068964496	0.0795558847	0.1546429592	0.0082489339	0.0009328358	0	0.1180966161	0.0485655599	0.0010660981	0.0004664179	0.0676059205	0.0037194977	0.0217785531	0	0.0217636598	0.0197103563	0.0053171642	0	0.0009950249	0.0004664179	0.0029800199	0.0097488747	0.1157283997	0.0756570422	0.0173054143	0.0026406429	0.0070999171	0.0452495127	0.1221907253	0	0.0209796198	0.0053778725	0.0149253731	0.0029850746	0.8916317969	3.2985074627	2.9402985075	3.9589552239	2.1088832709	0.1083682032	4.3731343284	3.0709153552	0.9987623088
504820	rnc	0.0071315676	0.0022090776	0.0014871921	0.021088324	0.1368313085	0.0060488318	0	0.0031508967	0.1195779402	0.0361353942	0.000841264	0.0031703591	0.0885341369	0.0067432733	0.0004860636	0	0.0136505184	0.0046217878	0.0029388924	0.000381971	0.000381971	0.0033040489	0.001333656	0.0019542188	0.1786706079	0.0687472565	0.0086219778	0.1546201866	0.0037303662	0.0089814559	0.0951935786	0.0011464726	0.0166632321	0.0016221718	0.0064935065	0.0002705628	0.9232907065	3.4675324675	4.1038961039	4.4157776747	2.5065670674	0.0767092935	5.8116883117	3.6309658773	1.1146947866
511928	rnc	0.0100217601	0.0066160399	0.0127051796	0.0627025264	0.0902395995	0.0033015076	0.0026452851	0.0046443421	0.1386730633	0.0398896611	0.0070935723	0.0026567761	0.0432877152	0.0049265253	0.0112609253	0	0.0276104143	0.0238531364	0.0192136587	0	0.0022852908	0.0005208333	0.0072341459	0.0297403935	0.1389448904	0.0686599864	0.0083740926	0.0209621369	0.0053373701	0.0365225397	0.1295085167	0	0.0267159759	0.0138521395	0.0703125	0.0063567463	0.9272391575	3.8359375	4.1796875	4.4318314281	2.509989099	0.0727608425	5.8515625	3.6714635403	1.2302396103
508244	rnc	0.0079492084	0.0066091498	0.0107615392	0.1105478546	0.1220198492	0.0013543289	0.0006734007	0.0029779274	0.117503155	0.0753512024	0.0053691004	0	0.0387565152	0.0048298298	0.0088286737	0	0.0268710236	0.034202782	0.0117530633	0	0.005014245	0.0034473273	0.0065305968	0.0260092781	0.0585648691	0.09776444	0.0038584526	0.0019440334	0.001965812	0.028670271	0.1401553916	0.0001806685	0.0252200746	0.0143159363	0.0222222222	0.0055270655	0.883692595	3.5259259259	3.1407407407	3.8847266314	2.0937867259	0.116307405	4.4296296296	3.0189673321	1.092453946
518161	rnc	0.0099865258	0.0012063419	0.0033155448	0.0132811787	0.1672139803	0.0060570092	0	0.0017304819	0.0839850104	0.039800635	0.0009512585	0.0030801531	0.0644862853	0.0014653347	0.0009765625	0	0.0128232774	0.0039638855	0.0038040202	0.0015823306	0.002047933	0.0006009615	0.0068641168	0.0066359643	0.2108774797	0.0726809841	0.0173991174	0.111153796	0.0042465018	0.0248771259	0.0730516218	0.0011438757	0.041475012	0.0072356944	0.03125	0.0019215156	0.9035853327	3.015625	4.046875	4.1734778026	2.6068938296	0.0964146673	6.1640625	3.7789692699	0.9390444725
509583	rnc	0.0123547942	0.0038805645	0.0070180643	0.0422761757	0.1215263638	0.0048683833	0.0043401521	0.0012077295	0.1309725689	0.051346087	0.0016303012	0.0017355678	0.0732102741	0.0053009607	0.0070100097	0	0.0264545105	0.0110494327	0.0098147951	0	0	0.0025491078	0.0095740019	0.0112995319	0.1747748119	0.0878696184	0.0072903341	0.0298579859	0.0014683448	0.0325272672	0.0947598094	0.0007116977	0.0202836352	0.0110371187	0.0507246377	0.003123473	0.928896147	3.6014492754	4.152173913	4.3779129285	2.6407536685	0.071103853	6.268115942	3.8371943757	1.1251947441
513402	rnc	0.0134251964	0.0022549261	0.0144328716	0.0437905597	0.1573455287	0.0016684783	0	0.0017777108	0.1201313825	0.0243378635	0.0029866601	0.001140873	0.0344361	0.0021220238	0.0022934783	0	0.0253472495	0.0085180394	0.0128704459	0.0003787879	0.0011057692	0.000625	0.0067377085	0.021714524	0.2029031017	0.0663060697	0.0101453576	0.0335141152	0.0116596906	0.0265786795	0.1115057397	0.000304878	0.027793712	0.0098474789	0.0125	0.0004032258	0.9457984991	3.8875	4.7	4.7291369048	2.7714004617	0.0542015009	6.675	4.0104342791	1.3306001413
508187	rnc	0.0138989034	0.0094494606	0.0074463928	0.0420781717	0.154980657	0.0083552175	0.0008694695	0.0027037934	0.117902526	0.0438785979	0.0056807901	0.0010321599	0.0564790518	0.002288373	0.0061845858	0	0.0182974475	0.0132880279	0.0089824168	0	0.0333711763	0.0006277464	0.0030322785	0.0106763984	0.1619098332	0.0587883724	0.0160588798	0.0227205131	0.0076256253	0.0339824407	0.1100358261	0	0.0174093001	0.0099655671	0.0847457627	0.0072694137	0.949387085	3.9830508475	4.7457627119	4.9950901265	2.9350809939	0.050612915	7.1525423729	4.3159805194	1.2468385026
520539	rnc	0.0133833763	0.0040917172	0.0041746546	0.0135136167	0.1428043228	0.0059408653	0.0045003029	0.0076991074	0.1261164032	0.0404731141	0.0014384486	0.0003410789	0.0617208263	0.0017612257	0.0019603149	0.0015229045	0.0121374194	0.0015360983	0.0091847801	0.0005980861	0.0140429491	0	0.0028161829	0.0047835096	0.2350067243	0.052084544	0.0159057481	0.048360932	0.010300023	0.0264748768	0.0928786404	0.0013344721	0.0246013737	0.0165113608	0.0701754386	0.0055803946	0.9475642207	3.6929824561	4.9210526316	4.7473127263	2.9743757657	0.0524357793	7.3596491228	4.3264797747	1.2258325915
520469	rnc	0.010542318	0.0074243272	0.0028470656	0.0271459289	0.1721502307	0.0128695429	0	0.0016435679	0.1123299087	0.0444747237	0.0004033885	0.0024721408	0.0933573495	0.0015268924	0.0018085032	0.0029850746	0.0173904248	0.0069424014	0.0191043461	0.0004033885	0.0168743333	0.0037313433	0.0029631066	0.0102651349	0.1673974685	0.0564856412	0.009656541	0.0284827711	0.0038637426	0.0239152522	0.1026552645	0.0002985075	0.0285550351	0.007034335	0.0447761194	0.0036885853	0.9477825496	3.9850746269	4.9402985075	4.8177149965	2.9581752215	0.0522174504	7.2686567164	4.3307054386	1.4097725993
509739	rnc	0.0071504519	0.0013774105	0.0058604517	0.0765745807	0.1121858106	0.0142277181	0.0052800735	0.0018939394	0.1323996876	0.0490484195	0.0015151515	0	0.0741583681	0.0021645022	0.0121186863	0	0.0263194142	0.0234038954	0.0011655012	0	0.0029124194	0.0013774105	0.0079727759	0.0088327585	0.1165213412	0.0773140508	0.0085727678	0.0302933133	0.0031000543	0.0236184819	0.1403385154	0	0.0272481678	0.0050538811	0.1212121212	0.0244687679	0.9252692785	3.8181818182	3.6666666667	4.8671717172	2.4199079644	0.0747307215	5.4242424242	3.5026576322	1.326302047
504819	rnc	0.0106863863	0.0005402161	0.0039906409	0.024070623	0.1614815669	0.0135515634	0	0.000906773	0.0955616498	0.0353450736	0.0019715616	0.0019117324	0.095250721	0.0006002401	0.0019873408	0	0.0112961361	0.0024898607	0.013051671	0.0014364386	0.0032892877	0.0219627595	0.0030102191	0.007494917	0.1666038214	0.050938291	0.0112993928	0.1321992806	0.0003501401	0.0116262444	0.0787847433	0.0029429721	0.0322361895	0.0011315462	0.0168067227	0.0016035108	0.9215189138	3.7731092437	4.5798319328	4.5365238403	2.5336061545	0.0784810862	6.0924369748	3.6840356136	1.3148345549
450526	rnc	0.0135203094	0.0076320722	0.0115650571	0.0742105097	0.1061064053	0.0059335586	0.0012537096	0.0024750917	0.133036617	0.0510945788	0.0061266037	0.0010694206	0.0502963754	0.003913772	0.0058566697	0	0.0249924782	0.0192271923	0.0073829379	0	0	0.0016735638	0.0079963782	0.0242042355	0.1072058385	0.1050827379	0.0019693531	0.0064561429	0.0119125871	0.0362773618	0.1171143846	0	0.0441051353	0.010308922	0.0316455696	0.0034921289	0.9006088731	3.4746835443	3.3227848101	4.0626582279	2.2467087195	0.0993911269	4.8544303798	3.268927945	1.1292956975
510108	rnc	0.0159214636	0.0039267399	0.0045442876	0.0138592396	0.1675394163	0.0044660187	0	0.0112745154	0.1210984784	0.0384262096	0	0.0042244299	0.0606864767	0.0084286378	0.0008658009	0	0.0057545932	0.0013774105	0.0110420429	0.0007272727	0	0.0323341157	0.0217493182	0.0041764687	0.2108266431	0.0556965403	0.0096367329	0.0453077498	0.0065713587	0.024129076	0.1013924866	0.0005865103	0.0084056503	0.0050243156	0.0181818182	0.0027972028	0.9432970422	4.0181818182	4.8909090909	4.8931627968	2.7947610652	0.0567029578	6.7454545455	4.0340385368	1.2999076825
520617	rnc	0.027618064	0.0150998245	0.0037454212	0.0596753476	0.1073326418	0.005075188	0.0028571429	0.003015873	0.130299379	0.0299463657	0.0015873016	0.0015873016	0.0463799333	0	0.0040616246	0	0.0205438976	0.0056884636	0.0157533444	0	0	0	0.0100140569	0.0098980105	0.2180610254	0.0606702758	0.0191819021	0.0399969454	0.0080263387	0.0322271258	0.0971762681	0	0.0119656513	0.0125152855	0.0571428571	0.0032034632	0.9410142919	3.6285714286	4.2857142857	4.7816553288	2.7774135965	0.0589857081	6.6857142857	4.0257980719	1.2716149017
511923	rnc	0.0137526834	0.0106990297	0.0014184397	0.0521775766	0.130225753	0.0005599104	0.0036474164	0	0.1115881081	0.0530940454	0.0034883348	0	0.0777252033	0.0012515645	0.0042553191	0	0.0573164598	0.0266561835	0.0035460993	0	0.0028368794	0	0.0418486245	0.0112054404	0.1050610916	0.0988663351	0	0.0072974991	0.0107227288	0.038064433	0.0888938955	0	0.0305065272	0.0132944183	0.0638297872	0.0053424785	0.89131371	3.2978723404	3.170212766	3.9726443769	2.2426816702	0.10868629	4.8723404255	3.2603934263	0.9054532672
518213	rnc	0.0101633521	0.0018637419	0.0052742567	0.028582886	0.153057773	0.0008887235	0	0.0034929676	0.1454931778	0.0225474231	0.0019820602	0.0008680556	0.040802794	0.0027416056	0.0018373843	0	0.0143059994	0.0101154368	0.020702237	0	0	0	0.002054586	0.0101483659	0.2003144239	0.0610406536	0.0096785512	0.0830692219	0.0044565958	0.0169063744	0.1249183882	0.0004340278	0.0204373772	0.0018215595	0.0104166667	0.0009057971	0.9465859026	3.8645833333	4.6979166667	4.8622147818	2.6346059223	0.0534140974	6.34375	3.7562197956	1.3217100101
510506	rnc	0.0117936859	0.0105930351	0.0087496783	0.0412641277	0.11845881	0.0084575244	0	0.0058590103	0.1161232082	0.0459775941	0.0012566845	0	0.0708026963	0.0065701203	0.0016193978	0	0.0237006568	0.0072428041	0.0042288732	0	0.0102613624	0.0075959496	0.0105765891	0.0118920587	0.1319577616	0.0969734046	0.0008135607	0.0423079469	0.0108233066	0.0501011116	0.1127274902	0	0.0221690352	0.0091025157	0.0441176471	0.0049836601	0.9286223301	3.7647058824	4.2352941177	4.4724206349	2.5506360833	0.0713776699	5.9264705882	3.7070348255	1.05284097
