doc	group	acl	acl:relcl	advcl	advmod	amod	appos	aux	aux:pass	case	cc	ccomp	compound	conj	cop	dep	discourse	fixed	flat	flat:foreign	flat:name	iobj	mark	nmod	nsubj	nsubj:pass	nummod	nummod:entity	nummod:gov	obj	obl	obl:agent	orphan	parataxis	xcomp	Non-projective sentences	Non-projectivity	Average out-degree	Max out-degree	Number of communities	Average community size	Average path length	Density	Diameter	MHD	MDD
512032	rnc	0.0011695906	0.0034256694	0.0167000835	0.1589996535	0.1323737266	0.001754386	0	0	0.0885291606	0.0822188443	0.0030075188	0	0.0562181701	0.017060644	0.0016764133	0	0.0162037037	0	0	0.000877193	0	0.0263387636	0.0650112719	0.1179272041	0.0021303258	0.0035087719	0	0	0.0336809494	0.0994779674	0	0.000923361	0.0569603949	0.0138262322	0.0701754386	0.0091958539	0.8831464049	3.4561403509	2.8245614035	3.9926900585	2.0558111887	0.1168535951	4.2807017544	2.9519269596	1.0727576217
519467	rnc	0.0026839877	0.0076930884	0.0109147767	0.0543821216	0.196683147	0.0136784885	0.0002246181	0.0060020004	0.1077559242	0.0547895035	0	0	0.070957806	0.0012591472	0.0011809235	0.0002620545	0.0037778162	0	0	0.0206498482	0.0002948113	0.0101319672	0.186335267	0.0758900295	0.0052633271	0.0189971878	0	0.0008189203	0.0294154405	0.0892275225	0.0005142058	0.0002246181	0.0209152039	0.0090762473	0.0188679245	0.0011320755	0.944407476	4.0283018868	4.7924528302	4.6368673256	2.7385979252	0.055592524	6.6132075472	3.9753791606	1.2867401338
509666	rnc	0.0007739938	0.0032387955	0.0176547846	0.1093838536	0.1711820961	0.0026122291	0	0	0.1130800576	0.0557114411	0	0	0.0522288234	0.0029485478	0.0014005602	0	0.0057773109	0	0.0015479876	0.0007739938	0	0.0114532655	0.155574715	0.0634048467	0.0050420168	0.0240363227	0	0	0.0419579303	0.0915210932	0	0.0084033613	0.0562303486	0.0040616246	0	0	0.9086872184	3.9117647059	3.6176470588	4.1043417367	2.3446963621	0.0913127816	5.1764705882	3.3645343187	1.1017093183
509738	rnc	0	0.0051158997	0.0116045606	0.0908706117	0.1734205029	0.0017797619	0.0047050866	0	0.0951290801	0.0424591013	0	0.0007352941	0.0590041389	0.0015625	0.0045912056	0	0.0024758454	0	0.0452209055	0.0008333333	0	0.0101654159	0.1351714507	0.0951581471	0.0069180437	0.012321471	0	0.0048162119	0.0620334144	0.0850279258	0.0020833333	0.00234375	0.0382557904	0.0061972182	0	0	0.918694843	3.525	3.7125	4.0602976191	2.3494921104	0.081305157	5.2625	3.4164513296	1.0608523933
520460	rnc	0	0.0054799698	0.0085528656	0.0452766294	0.2095441282	0.0094409986	0.0026455026	0	0.1496941053	0.0288766006	0	0.0104982737	0.0489347588	0	0.0011614402	0.0026455026	0.0114208285	0	0.0028011204	0.0029878618	0.0028011204	0.0085928816	0.24584462	0.0497949495	0.0214412766	0.0132479488	0	0.0020502646	0.0412871165	0.058569054	0.0026455026	0	0.0052990708	0.0084656085	0	0	0.9523334705	4.1428571429	5.1904761905	4.8513227513	3.0415727285	0.0476665295	7.380952381	4.4563735177	1.3452040979
476592	rnc	0	0.011484904	0.0177826029	0.0419390422	0.2373343098	0.0136037422	0.0040723982	0.0026143791	0.0991736387	0.0414280125	0	0.0022624434	0.0779721345	0.00282676	0.0045248869	0.0007173601	0.003735936	0	0	0.0105447739	0	0.0166932783	0.2016275913	0.0735886418	0	0.008303872	0	0	0.0332751045	0.0677740223	0	0	0.023253445	0.0034667207	0.0294117647	0.0018975332	0.9388946675	3.5882352941	4.4411764706	4.5027777778	2.7948678301	0.0611053325	6.5588235294	4.1067117784	1.306775057
520579	rnc	0	0.0055499309	0.0007591442	0.0219317511	0.1821030792	0.0117929497	0.0008391172	0.0041812884	0.1185403698	0.0609992511	0	0.0053549861	0.0748437066	0.0004140787	0.0041808192	0	0.0086789498	0	0.0078854132	0.0006901311	0.0009881423	0.0008815869	0.2406673836	0.0326574423	0.0184028896	0.056925449	0	0.0076582686	0.0319130369	0.0685145329	0.0011668884	0.0028985507	0.0230455815	0.0055352812	0.0144927536	0.0009350164	0.9390867286	3.5217391304	5.0144927536	4.8616172073	3.011918385	0.0609132714	7.6666666667	4.3600942235	1.2064763016
515903	rnc	0	0.0022634836	0.0073434172	0.0262899533	0.1603133149	0.0262959792	0.0005652911	0	0.0967027087	0.0613164083	0	0.0012431089	0.1116004694	0	0.001815801	0	0.0066440458	0	0.0858101295	0.0130452148	0	0.0048181647	0.1994945683	0.0288358561	0.0089809105	0.026337435	0	0	0.0326106941	0.0472460024	0.0021125944	0	0.0439203755	0.0043940734	0.0344827586	0.0016820858	0.9417598715	4.2068965517	5.9655172414	5.4397895208	4.3046301207	0.0582401285	11.3448275862	5.9388045922	1.2421861291
508183	rnc	0.0013888889	0.0037762417	0.0149960964	0.2259829061	0.1266299208	0	0.0040879138	0.001984127	0.0981838168	0.0933441372	0	0	0.0369310556	0.0064516129	0.0034092849	0	0.0241668477	0	0	0.0010683761	0	0.0196169077	0.1187086835	0.0650147652	0.0060916179	0.0045093795	0	0.0046296296	0.0149943973	0.0760002478	0	0	0.030156014	0.0178771318	0.1666666667	0.0148405716	0.9162501572	4	3.6944444444	4.7833553792	2.3579659786	0.0837498428	5.2777777778	3.3858963995	1.2101947248
513244	rnc	0.0020916583	0.0041334247	0.0122771248	0.0972755996	0.1842193433	0.003796324	0	0.0045571261	0.1441071336	0.0450837723	0.0003360215	0.0006944444	0.0377716337	0.0014274691	0.0003858025	0	0.0091880946	0	0.0010416667	0	0.001610306	0.0151345941	0.120448707	0.0942388372	0.0023246579	0.0337152014	0	0.0179370297	0.0310242224	0.1031215341	0	0.0023148148	0.025859151	0.0038843053	0.0104166667	0.0003360215	0.9162604327	3.6979166667	3.5729166667	4.5248263889	2.2963804003	0.0837395673	5.1145833333	3.3265736178	1.1583257146
516242	rnc	0.00029036	0.001840149	0.0109594744	0.041846898	0.1768749535	0.0038393963	0	0.000600457	0.0739359803	0.040023478	0.0001890717	0.0002389149	0.1168697615	0.0017662381	0.0061675418	0.0004651222	0.010171163	0	0	0.0561449686	0.000232288	0.0079256867	0.1850720324	0.0396654668	0.0063146352	0.1129943753	0	0.0006968641	0.0151876305	0.0416669367	0.0014562616	0	0.0425183509	0.0040455435	0.0406504065	0.0015875216	0.8854061332	3.0975609756	4.4227642276	4.3442962864	2.7771141703	0.1145938668	6.7235772358	4.0208314941	0.9428774795
518222	rnc	0.0007182051	0.0033816159	0.0082182075	0.0562712555	0.197893378	0.0023749612	0.0004891639	0.0028257571	0.1098892669	0.0421521277	9.19117647059E-05	0.0009778753	0.0577741205	0.0002549368	0.0009521347	0.0028804579	0.0140813503	0	0.014666503	0.0022435662	0.0003482972	0.0070075961	0.2186405302	0.0565048801	0.0108751721	0.0570358334	0	0.0041908603	0.0205434206	0.0739515072	0.0024571785	0.0007446227	0.0271824565	0.0023808498	0.05625	0.0028347235	0.9409361383	3.753125	4.746875	4.9783878968	2.8186301617	0.0590638617	6.8625	4.1037884923	1.2407391
441953	rnc	0.0019605644	0.0048133421	0.0121491045	0.0908809113	0.1696313204	0.0046842459	0.0015969803	0.0038496718	0.1336843334	0.0333254852	0	0	0.0381690429	0.0075756886	0.0056503567	0.0008042661	0.0089900206	0	0	0	0	0.0108882035	0.2223163075	0.0685608424	0.0172759771	0.0276163644	0	0.0087396369	0.0175257017	0.0800906004	0.0015938108	0.001712123	0.0240829947	0.0018321035	0.0325203252	0.0032749094	0.936179841	3.9024390244	4.3495934959	4.5774261195	2.6735161624	0.063820159	6.2926829268	3.9160079261	1.2318794535
511925	rnc	0.0019241384	0.0069175946	0.0234079335	0.1193321388	0.1186869982	0.0036723164	0.0021155869	0.0100663138	0.1323840092	0.0356010509	0.0019355354	0	0.0361196174	0.023577104	0.0068736239	0	0.0054492919	0	0	0	0.0008381449	0.0160404433	0.1028876795	0.1317692571	0.0035509061	0.010949206	0	0.0111981808	0.0465933455	0.1136257051	0.0010009814	0.0011299435	0.0200993495	0.012253604	0.0451977401	0.0104804329	0.9063494362	3.593220339	3.2994350283	4.3228813559	2.2642430793	0.0936505638	4.9378531073	3.282807786	1.0675001487
516893	rnc	0.0009389671	0.006227369	0.0301766001	0.0824558071	0.1036098067	0.0052409323	0.0005417118	0	0.135502056	0.0398211045	0.0007412898	0.0012376522	0.0537883272	0.0051355653	0.0033243165	0.0022219688	0.0084624403	0	0.0095251572	0.0025847567	0	0.0142188375	0.1854584259	0.0611486676	0.0167539062	0.0275663167	0	0.00152758	0.0465501727	0.0809561382	0	0.0028169014	0.0633706009	0.0080966243	0.0281690141	0.0004754872	0.9325276647	3.8873239437	4.3521126761	4.5398054997	2.8752836593	0.0674723353	6.9718309859	4.0817407903	1.098793296
520473	rnc	0.0014029119	0.0067614476	0.011691082	0.0704461419	0.1805466051	0.0043680074	0.0027557955	0.0036874232	0.1256234244	0.0500965926	0	0.0013760722	0.0576598876	0.0048084213	0.0028223308	0.001035643	0.0138320874	0	0.0041334778	0	0.0004389816	0.0105819006	0.1923035433	0.0635361793	0.0095174274	0.0147284696	0	0.0034477908	0.029529584	0.0916575631	0.0028653308	0.0007221955	0.0233993817	0.0142243004	0.1044776119	0.0084137547	0.9458110481	4.0671641791	5.0074626866	4.6872867804	2.8545636196	0.0541889519	7.0149253731	4.1545739841	1.2940820024
518253	rnc	0.0005165289	0.0026119305	0.0078351071	0.0517023893	0.2435192326	0.0040724117	0.0014763521	0.0017099971	0.1328236997	0.0327333636	0	0	0.0420142214	0.0022859248	0.0041056428	0	0.0067868808	0	0	0.0003756574	0.0001836547	0.0063726617	0.2387385455	0.0510495749	0.0120378594	0.0196385618	0	0.0027725435	0.0260982682	0.0760018946	0.008050759	0.0011269722	0.0148891746	0.0084701903	0.041322314	0.0047729726	0.9425824191	3.7520661157	4.7024793388	4.7168929555	2.8042225571	0.0574175809	6.7851239669	4.0896784981	1.2946670187
480345	rnc	0	0.0069091847	0.0342319814	0.0766589475	0.1540020834	0.0061188811	0	0.0011904762	0.1203151579	0.0382968148	0	0	0.0450256159	0.0027777778	0.0032388664	0.0013888889	0.0096856725	0	0.0073688811	0.002930622	0	0.0298125216	0.1535309127	0.09833574	0.0096577227	0.0162544144	0	0.0061524002	0.059551597	0.0852445895	0.0033333333	0	0.0211229841	0.0068639327	0.025	0.0047619048	0.9249009325	3.525	3.825	4.205	2.4117389184	0.0750990675	5.375	3.5309984468	1.0888432983
501643	rnc	0.0035418407	0.0057363105	0.0210320628	0.1028182873	0.1233395747	0.0116563208	0.0023399758	0	0.1249825829	0.0554166254	0.0009259259	0	0.0713488565	0.0066337564	0.0033189859	0	0.0030025497	0	0	0.0051789193	0	0.011223035	0.1030992588	0.1229148644	0.0069444444	0.0152943805	0	0.0027436095	0.0394567905	0.1057970663	0.0015913032	0	0.0271243892	0.0225382835	0.0277777778	0.0020591085	0.9185373193	3.7777777778	3.7777777778	4.3125220459	2.5052801586	0.0814626807	5.8888888889	3.6103970242	1.0208454268
515869	rnc	0.000690057	0.004678218	0.0134966315	0.073863011	0.1785775902	0.0108910449	0.0041719471	0.0046144981	0.1148637662	0.0428431719	0	0.0006649439	0.0344368508	0.0101476412	0.004427736	0.0017780273	0.0195240108	0	0.0052499204	0.0042761976	0.0016766486	0.0110741731	0.1625796294	0.0891463298	0.0155939446	0.0404506817	0	0.0050158783	0.0280272463	0.0884712383	0.000981626	0	0.0193161254	0.0084712147	0.0437956204	0.0032106485	0.9195219122	3.4306569343	3.6131386861	4.2347410497	2.4236795738	0.0804780878	5.5401459854	3.5157416823	1.0659103127
509723	rnc	0.002416867	0.0030586767	0.0134955759	0.1140369792	0.1667729078	0.0004321521	0	0.002247191	0.1271905215	0.0541383055	0	0	0.062308386	0.0019878997	0.0032590381	0.0022882493	0.0075258846	0	0.006582602	0.0009770396	0.0018102372	0.0038304392	0.1315263686	0.1000221832	0.0084302971	0.0174644516	0	0.0059483276	0.0352767925	0.0887522914	0.0006242197	0.0015321757	0.0266192089	0.0094447312	0.0337078652	0.0046926636	0.9097869041	3.4382022472	3.3146067416	4.3433654361	2.3083179131	0.0902130959	4.9775280899	3.3835573367	1.0085988021
485512	rnc	0	0.0038964304	0.0065166928	0.0499024401	0.1563903205	0.0118482536	0	0.0089598923	0.1149939182	0.047867808	0	0	0.0819290362	0.0066289089	0.0056298277	0	0.0051742919	0	0.0121743394	0.0272054811	0	0.0054662726	0.2159454174	0.0749411556	0.006812613	0.0376025145	0.0053769732	0.0060169249	0.0249893809	0.0689155418	0	0	0.0105401706	0.0042753944	0.0588235294	0.0037340153	0.9387025017	3.9705882353	4.6176470588	4.3958683473	2.6534918291	0.0612974983	6.2647058824	3.8784847429	1.2641593231
520623	rnc	0.0005364491	0.0034687365	0.0079990842	0.0476527145	0.1704932876	0.0113375514	0.0006896552	0.0067117763	0.1259581776	0.0327736922	0	0.0032579397	0.0515349432	0.0019343086	0.0045903088	0.0032314903	0.0162723918	0	0.0253342285	0.0027943122	0	0.0085789432	0.194858727	0.0558703349	0.018202757	0.0572768264	0	0.0104873332	0.0219296868	0.0814899612	0.0025970532	0.0028752437	0.0250025026	0.0042595832	0.0092592593	0.0003561254	0.9358994819	3.8055555556	4.7222222222	4.43569391	2.731558376	0.0641005181	6.5555555556	3.9705521101	1.1573913154
507676	rnc	0.004005041	0.0121660611	0.0217027834	0.120319064	0.1156835321	0.0034478558	0	0.0020206767	0.1230712353	0.0419852185	0.0010964912	0	0.0414826663	0.0255923468	0.0005060729	0	0.0146485763	0	0	0.0030168168	0.0007739938	0.0166373262	0.0803653852	0.1464435569	0.0003759398	0.009401965	0	0.0103996204	0.0465617132	0.1138893496	0	0.0018796992	0.0247852151	0.0177417977	0.0789473684	0.0113089344	0.9211396853	4.3815789474	3.7236842105	4.2338032582	2.2741848068	0.0788603147	5.0921052632	3.2542535631	1.147180313
509661	rnc	0	0.0019637053	0.01184732	0.1065378999	0.172395853	0.0073892852	0.0017605634	0.0010060362	0.1143550088	0.0540985112	0	0.0035211268	0.0420270132	0	0.0015090543	0	0.0076073226	0	0.0021393961	0.0052565392	0	0.0044361865	0.174323633	0.0927118164	0.0061375563	0.0257796441	0	0.0054082068	0.0321326003	0.0914855575	0.0009389671	0	0.0280689099	0.0051622869	0.0281690141	0.0027665996	0.9153135591	3.3521126761	3.5211267606	3.9518779343	2.2441216009	0.0846864409	4.8732394366	3.2535019471	1.0513248316
447882	rnc	0.0025928275	0.0038861627	0.0185868672	0.1180635495	0.207057017	0.0032077433	0.0014457831	0.0013046631	0.1050249374	0.0665577182	0	0	0.0660243782	0.0145431667	0.0033423286	0	0.0091337107	0	0	0.0327426047	0.0006341154	0.0069166258	0.1181658427	0.0639559435	0.0076001729	0.0028157073	0	0.0014876899	0.0269244968	0.0621528783	0.0016602123	0	0.0495733437	0.0045995138	0.0240963855	0.0040160643	0.917130682	3.7710843374	3.9397590361	4.3781698222	2.4483398497	0.082869318	5.6746987952	3.5180240499	1.2614795085
510443	rnc	0.0023207386	0.0063659721	0.0149508169	0.1231584662	0.1852422027	0.006843537	0.0013417027	0.0007209805	0.0879404923	0.0666149826	0.0005479452	0	0.0849454055	0.0039495252	0.0024957018	0.0020908435	0.0074931622	0	0.0072091771	0	0	0.0124018671	0.1161536991	0.0868331941	0.0118927118	0.0054375814	0	0.006869551	0.041090638	0.0731298723	0.0027431593	0.0008058018	0.0335766821	0.00483359	0.1095890411	0.0096167998	0.9432378967	4.0273972603	4.4931506849	4.650152207	2.7074428618	0.0567621033	6.4520547945	3.9664313414	1.3851194958
516202	rnc	0.0011428571	0.0036728356	0.0078613925	0.0479712306	0.2155580354	0.0015037594	0.0061135993	0	0.1171203004	0.0640316974	0	0.0037128678	0.0726108316	0.0027241472	0.0134801104	0.000921659	0.0183364897	0	0	0	0	0.0065172686	0.2335143783	0.0452952474	0.0060431171	0.0094014089	0	0.002518315	0.0236189167	0.0641866582	0.0015806323	0.0030075188	0.0183546715	0.0092000538	0.0571428571	0.0017331933	0.9601376769	3.9428571429	5.5142857143	5.3926190476	3.3882944701	0.0398623231	8.7714285714	4.9380703345	1.3035534782
509630	rnc	0.0008628128	0.0034129038	0.0240032927	0.0725422813	0.1317978194	0.014279209	0.0029599271	0.0013661202	0.1212915786	0.0487053276	0	0	0.0767011463	0.0043911007	0.0009107468	0	0.0125695862	0	0.0023419204	0.0119372886	0.0023419204	0.012622652	0.1139736275	0.0782633183	0.0032786885	0.0222246089	0	0.0071883945	0.0684251545	0.1168510451	0	0	0.0357639142	0.0089936147	0	0	0.9068523307	3.0655737705	3.4262295082	3.825136612	2.3439512694	0.0931476693	5.262295082	3.3794553683	0.8990108551
480368	rnc	0.0003551136	0.0043186631	0.0250066437	0.0994446717	0.1312062447	0.0069274074	0.0006510417	0.0030423678	0.1210266579	0.0322904935	0.0021484375	0.0009191176	0.0372414963	0.0100573255	0.0040210147	0.0012695313	0.0154594352	0	0.0089055221	0.0056708591	0.00078125	0.0156373244	0.1108119524	0.1320350951	0.0065210722	0.0204051004	0	0.0085504372	0.0427371986	0.1144842813	0.0007102273	0.00234375	0.0150885962	0.0199316704	0.03125	0.0072358631	0.9127362911	3.6484375	3.359375	4.2208333333	2.2507609462	0.0872637089	4.9296875	3.2584439526	1.0110088886
520658	rnc	0.0003052503	0.0058915632	0.0062908494	0.0437351725	0.1772620268	0.0138923891	0.0014117827	0.0045962635	0.150255651	0.0335112347	0	0.0050928891	0.0489366595	0	0.0044787588	0.0008503401	0.0123815526	0	0.0045595773	0	0	0.0045743155	0.1825463247	0.0539699356	0.0253666346	0.0452166462	0	0.0057188142	0.0278701036	0.1093577768	0.0003840246	0.0011904762	0.0227237627	0.0076292246	0	0	0.9400716898	3.5833333333	4.3452380952	4.5966836735	2.7494718744	0.0599283102	6.4880952381	3.9943811583	1.0561231988
518259	rnc	0	0.0019403418	0.0070404365	0.0344930474	0.1493562461	0.0276080383	0	0.0003703704	0.1359277104	0.029956102	0	0.0023788948	0.055955053	0.0005246914	0	0.0004910213	0.009835157	0	0	0.0218835518	0	0.0049037075	0.2110816871	0.0536288558	0.0119008373	0.113010044	0	0.0026726288	0.0153100148	0.0631948751	0.0016795867	0.0012566138	0.0423130091	0.001287478	0.0074074074	0.000462963	0.9124028072	3.4962962963	4.2592592593	4.5446063813	2.4764628154	0.0875971928	5.7111111111	3.5991667364	1.1178126796
515887	rnc	0	0.000391696	0	0.0283040032	0.1811666869	0.0140979123	0	0.0044986515	0.1276563166	0.0522108596	0	0.0069532896	0.0707993662	0	0.0008445946	0	0.0047248335	0	0.0292792793	0.0208152853	0	0	0.2560658155	0.0443741757	0.0073429019	0.0449667801	0	0	0.0171855347	0.0658408274	0.0017164342	0	0.020764756	0	0	0	0.9220108324	3.5405405405	4.1621621622	4.3324217074	2.6013235495	0.0779891676	6.2702702703	3.7448123354	1.0520088523
518171	rnc	0.0014579525	0.0042674982	0.0109943574	0.049968745	0.164047088	0.0059329163	0.0024240608	0.002559768	0.1213225704	0.0357292769	0.0002340964	0.0013605876	0.0484846189	0.0030577441	0.0044849218	0.0012170531	0.0089912505	0.0001160227	0.030561461	0.0050578001	0.0004580537	0.0087307124	0.2149312086	0.0717512282	0.0099534394	0.0400634525	0	0.0039420062	0.0335302985	0.0767326158	0.0021819041	1.89652556516E-05	0.0300817379	0.0053545879	0.0473372781	0.0035347089	0.9305503591	3.5562130178	4.3274161736	4.4948432567	2.7372294721	0.0694496409	6.5798816568	3.9771672603	1.1277886474
509560	rnc	0	0.0055816399	0.0017188694	0.0417811192	0.1954245684	0	0.0022227857	0.0121657972	0.1205042153	0.0453419654	0	0.0116421661	0.0532063855	0.0138520793	0.0006127451	0.0005882353	0.0092420814	0	0.0206947032	0.0006127451	0	0.0012340601	0.1965057266	0.0814072065	0.0083269832	0.0370384443	0	0.0020361991	0.0333765818	0.0729382573	0.0011312217	0.0012254902	0.0157831523	0.0138045757	0.0441176471	0.0028536135	0.9232698718	3.5147058824	4	4.0588935574	2.4332896136	0.0767301282	5.5735294118	3.5015865416	1.0919042944
516277	rnc	0	0.0042985118	0.0044542471	0.0432570687	0.2068696599	0.0183834382	0.0025720165	0.0029478458	0.0736908641	0.0350062579	0	0	0.0623610859	0	0.000911959	0.0005120328	0.0059270973	0	0.0158730159	0.0154761905	0	0.0050351074	0.2048293571	0.0297118472	0.0046437791	0.1707048082	0	0.0005668934	0.0106758369	0.0392489374	0.000911959	0	0.0398074316	0.0013227513	0.0317460317	0.0038800705	0.8736921945	3.0158730159	3.5238095238	3.8605820106	2.3869278079	0.1263078056	5.3492063492	3.447572703	0.8122764188
526138	rnc	0	0.0063081223	0.0158361607	0.0807665247	0.1280278763	0.0029303043	0.0023125997	0.0028508772	0.1394553119	0.0576032974	0	0.0020467836	0.0791868242	0.0054663903	0.0047312635	0	0.0078645769	0	0.0035635965	0.0009708065	0	0.0082274144	0.1591334202	0.0850519095	0.0148777757	0.0183998385	0	0.001823638	0.0385408093	0.0935871821	0	0.0037280702	0.020213945	0.0164946812	0.0657894737	0.0056052609	0.9281379976	3.6052631579	3.8815789474	4.4460526316	2.5317562274	0.0718620024	5.802631579	3.6836893814	1.2103291937
485478	rnc	0	0.0036205273	0.0102807944	0.0415172558	0.2076967651	0.0078324608	0.001059322	0.0066881662	0.1113045101	0.0465443209	0	0.0012106538	0.0846949574	0.001714397	0.0057256546	0	0.0049634953	0	0.0355439547	0.0004580852	0	0.0038645637	0.165666818	0.0699506333	0.0120044066	0.0277560787	0	0.0024611884	0.0401705836	0.0724400933	0	0.0030816641	0.0214154077	0.0103332419	0.0338983051	0.0027239709	0.932403982	3.5423728814	4.4237288136	4.261070756	2.5589556853	0.067596018	5.9152542373	3.7464836804	1.1769477946
513433	rnc	0.0003741115	0.0058696491	0.021769504	0.0804845009	0.1918318969	0.0028835165	0.0030033183	0.0055166951	0.128089826	0.0337448933	0.0007544582	0	0.0305348471	0.0017506042	0.0052950825	0.0009024619	0.014523357	0	0.0044327308	0.0005595264	0.0008818342	0.0174980333	0.1461606245	0.0983309097	0.0046995673	0.0079068255	0	0.0073794995	0.0397737402	0.0927496585	0.0014174668	0	0.039702785	0.0111780759	0.0617283951	0.0047559967	0.9395820843	3.8148148148	4.5679012346	5.1293503821	2.7894662464	0.0604179157	6.8641975309	4.0262468751	1.2620588455
518164	rnc	0.0008703948	0.0067763856	0.0102321974	0.0428406298	0.2047880035	0.006554785	0.001492004	0.0008355786	0.1039253147	0.05323462	0	0.0026455103	0.0572133243	0.0028458417	0.001884826	0.0002228164	0.0107463598	0	0.0004734848	0.0068516043	0	0.0085336627	0.2130650958	0.0603449969	0.0073964342	0.0589621056	0	0.0007938534	0.0330929545	0.0557959466	0.0026002008	0	0.0295642927	0.015416776	0.0757575758	0.0063956763	0.9312611902	3.5151515152	4.8712121212	4.5786646224	2.9857481187	0.0687388098	7.4015151515	4.3332632122	1.2100616022
500243	rnc	0	0.0035273369	0.0194258372	0.0824668581	0.1804922131	0.0143079649	0.001984127	0.0015432099	0.1008528163	0.0143190621	0	0	0.0256453216	0.0047528271	0.0016666667	0.0052083333	0.0270601272	0	0.0173247227	0.0180721637	0	0.0172985432	0.1547187273	0.0943665734	0.0060526316	0.0126957822	0	0.0101370851	0.0367988555	0.0811486767	0	0	0.0436640602	0.0244694772	0.0833333333	0.0056502525	0.9420746731	4.375	4.625	4.4513392857	2.6295702713	0.0579253269	6.375	3.8024071865	1.2925084698
516263	rnc	0.0005646527	0.0059731744	0.009333375	0.044665185	0.1805969955	0.009243702	0.0014954895	0.0023299784	0.0889779952	0.0502103872	0	0.0074482337	0.0945218197	0.0019648004	0.0024802603	0	0.008716836	0	0.0149709159	0.0212013132	0.0004777831	0.007100894	0.1723963299	0.0523987784	0.008974456	0.0767613414	0	0.0024337069	0.0204090965	0.0630252133	0.0033100621	0	0.0411967397	0.0068204846	0.0186335404	0.0006160269	0.9099991526	3.2732919255	4.3788819876	4.4533760408	2.7748141726	0.0900008474	6.7080745342	4.0205608919	1.049082111
512070	rnc	0.0006872852	0.0024012768	0	0.0262663701	0.1203263979	0.0193607891	0	0.0014727541	0.1112610999	0.0440610419	0	0.0014398781	0.0807857373	0	0.0024170646	0	0.0092632785	0	0.0272168944	0.0014791573	0.0020618557	0	0.1683339201	0.0805062889	0.0200057748	0.0686901791	0	0.0478312341	0.0296722295	0.0898846863	0.0008974595	0.008419244	0.0145301522	0.0207279506	0.0412371134	0.002563378	0.9143984379	3.2680412371	3.9896907217	4.0989077074	2.5518207433	0.0856015621	5.8659793814	3.7081179092	0.9931110773
518196	rnc	0.0001729805	0.0049838201	0.0036692884	0.0285223664	0.2042759185	0.0130914465	0	0.0027942162	0.0984510326	0.0330173207	0	0.0084205433	0.0753966485	0.0010911075	0.0017362813	0.000672043	0.016548866	0	0.0108252012	0.015870451	0	0.0027771882	0.2286942055	0.0414362399	0.0092781669	0.0702934724	0.0002955083	0.0033793093	0.0183654731	0.0524274481	0.0017672207	0.0017180416	0.0472758418	0.0027523523	0.0283687943	0.001265857	0.9179197932	3.3758865248	4.6028368794	4.6027932568	2.7982989745	0.0820802068	6.8510638298	4.0731228318	1.0623457236
515814	rnc	0.0031347962	0.0026525199	0.0014992504	0.0363054478	0.2251308117	0.0026525199	0	0	0.1011419875	0.0291042431	0	0.005245559	0.0546560204	0	0.0061781609	0	0.0084919391	0	0.0107316534	0	0	0	0.2244682899	0.054737389	0.0252139492	0.0553616674	0	0.0041137326	0.0406869153	0.0831443198	0.0016625616	0	0.0209806955	0.0027055703	0	0	0.9351200091	3.4137931035	4.4482758621	4.1346394984	2.6809044215	0.0648799909	6.2068965517	3.9220718984	1.0080049517
527985	rnc	0.0038779918	0.0061627577	0.0252393036	0.0954332541	0.1304899803	0.0070198163	0.0009775171	0.0007168459	0.1093034407	0.0628775911	0	0.0016726404	0.0808327255	0.0066761887	0.0041758667	0	0.0064129419	0	0	0.0035397048	0	0.0166993669	0.1051505577	0.0851178383	0.0033302666	0.0152110255	0	0.0042816868	0.0940033874	0.089153683	0	0.0015360983	0.0292832539	0.0108242688	0.064516129	0.0085298259	0.911506472	3.559139785	3.6344086022	4.2261904762	2.3604644045	0.088493528	5.2688172043	3.4473106735	1.1462018268
513425	rnc	0.0016453692	0.0147121	0.0220197272	0.0813594111	0.1405665937	0.0026007456	0.0018895872	0.0011702684	0.1059344957	0.0615296672	0.0011945031	0.0006719101	0.0669515295	0.0103058475	0.0084548962	0.0002945833	0.0092084622	0	0.0010925131	0.0007030086	0.0002393719	0.0203613872	0.1193764454	0.1208009468	0.0072233909	0.0086117554	0.0005138517	0.0071121751	0.0463637849	0.0973996436	0.000909063	0.0030937728	0.0216284442	0.0140607481	0.0831099196	0.0075371156	0.9219287222	3.726541555	3.7989276139	4.3708433434	2.5177557536	0.0780712778	5.7747989276	3.653315995	1.1188377274
518097	rnc	0	0.0018395847	0.0076447961	0.0337886006	0.2087497634	0.0014308426	0	0.0137028802	0.1195308018	0.0304463115	0	0.0007507508	0.0439546296	0.0016516517	0.0017243179	0	0.0122248591	0	0	0.001001001	0	0.0066872477	0.2242158798	0.0627508371	0.0131877259	0.0711994547	0	0.0042108042	0.0182555396	0.0916404339	0.0009216378	0	0.0244336445	0.0040560041	0.009009009	0.0004290004	0.9151724943	3.2432432432	3.7657657658	4.3012012012	2.5046624409	0.0848275057	5.7927927928	3.6296358412	1.0049953853
